Subject,Item,VerbType,Position,RT,NPPredictability
Subj30,Item26,AspV,NP_2,449.83 ,0.10 
Subj30,Item27,PrefV,Verb,433.61 ,0.05 
Subj30,Item27,PrefV,NP,510.35 ,0.05 
Subj30,Item27,PrefV,NP_1,327.67 ,0.05 
Subj30,Item27,PrefV,NP_2,680.25 ,0.05 
Subj30,Item28,NonPrefV,Verb,143.45 ,0.10 
Subj30,Item28,NonPrefV,NP,151.41 ,0.10 
Subj30,Item28,NonPrefV,NP_1,334.83 ,0.10 
Subj30,Item28,NonPrefV,NP_2,302.82 ,0.10 
Subj30,Item29,AspV,Verb,334.83 ,0.05 
Subj30,Item29,AspV,NP,574.86 ,0.05 
Subj30,Item29,AspV,NP_1,613.39 ,0.05 
Subj30,Item29,AspV,NP_2,554.87 ,0.05 
Subj30,Item30,PrefV,Verb,492.11 ,0.65 
Subj30,Item30,PrefV,NP,406.11 ,0.65 
Subj30,Item30,PrefV,NP_1,467.40 ,0.65 
Subj30,Item30,PrefV,NP_2,446.01 ,0.65 
Subj30,Item31,NonPrefV,Verb,616.23 ,0.05 
Subj30,Item31,NonPrefV,NP,525.68 ,0.05 
Subj30,Item31,NonPrefV,NP_1,358.34 ,0.05 
Subj30,Item31,NonPrefV,NP_2,661.75 ,0.05 
Subj30,Item32,AspV,Verb,387.21 ,0.00 
Subj30,Item32,AspV,NP,465.07 ,0.00 
Subj30,Item32,AspV,NP_1,780.42 ,0.00 
Subj30,Item32,AspV,NP_2,635.21 ,0.00 
Subj31,Item1,AspV,Verb,210.96 ,0.00 
Subj31,Item1,AspV,NP,152.28 ,0.00 
Subj31,Item1,AspV,NP_1,127.70 ,0.00 
Subj31,Item1,AspV,NP_2,184.35 ,0.00 
Subj31,Item2,PrefV,Verb,173.45 ,0.30 
Subj31,Item2,PrefV,NP,180.02 ,0.30 
Subj31,Item2,PrefV,NP_1,170.81 ,0.30 
Subj31,Item2,PrefV,NP_2,145.37 ,0.30 
Subj31,Item3,NonPrefV,Verb,237.62 ,0.00 
Subj31,Item3,NonPrefV,NP,161.51 ,0.00 
Subj31,Item3,NonPrefV,NP_1,184.92 ,0.00 
Subj31,Item3,NonPrefV,NP_2,143.55 ,0.00 
Subj31,Item4,AspV,Verb,206.32 ,0.00 
Subj31,Item4,AspV,NP,195.55 ,0.00 
Subj31,Item4,AspV,NP_1,169.61 ,0.00 
Subj31,Item4,AspV,NP_2,192.33 ,0.00 
Subj31,Item5,PrefV,Verb,295.19 ,0.30 
Subj31,Item5,PrefV,NP,185.18 ,0.30 
Subj31,Item5,PrefV,NP_1,191.24 ,0.30 
Subj31,Item5,PrefV,NP_2,181.09 ,0.30 
Subj31,Item6,NonPrefV,Verb,175.45 ,0.20 
Subj31,Item6,NonPrefV,NP,166.01 ,0.20 
Subj31,Item6,NonPrefV,NP_1,157.43 ,0.20 
Subj31,Item6,NonPrefV,NP_2,116.69 ,0.20 
Subj31,Item7,AspV,Verb,214.73 ,0.00 
Subj31,Item7,AspV,NP,188.18 ,0.00 
Subj31,Item7,AspV,NP_1,162.05 ,0.00 
Subj31,Item7,AspV,NP_2,169.49 ,0.00 
Subj31,Item8,PrefV,Verb,243.63 ,0.10 
Subj31,Item8,PrefV,NP,183.50 ,0.10 
Subj31,Item8,PrefV,NP_1,141.76 ,0.10 
Subj31,Item8,PrefV,NP_2,133.54 ,0.10 
Subj31,Item9,NonPrefV,Verb,183.18 ,0.10 
Subj31,Item9,NonPrefV,NP,189.34 ,0.10 
Subj31,Item9,NonPrefV,NP_1,195.33 ,0.10 
Subj31,Item9,NonPrefV,NP_2,153.35 ,0.10 
Subj31,Item10,AspV,Verb,138.15 ,0.00 
Subj31,Item10,AspV,NP,162.11 ,0.00 
Subj31,Item10,AspV,NP_1,137.49 ,0.00 
Subj31,Item10,AspV,NP_2,209.49 ,0.00 
Subj31,Item11,PrefV,Verb,205.98 ,0.50 
Subj31,Item11,PrefV,NP,195.19 ,0.50 
Subj31,Item11,PrefV,NP_1,233.18 ,0.50 
Subj31,Item11,PrefV,NP_2,189.95 ,0.50 
Subj31,Item12,NonPrefV,Verb,174.12 ,0.40 
Subj31,Item12,NonPrefV,NP,148.67 ,0.40 
Subj31,Item12,NonPrefV,NP_1,188.66 ,0.40 
Subj31,Item12,NonPrefV,NP_2,162.68 ,0.40 
Subj31,Item13,AspV,Verb,267.88 ,0.00 
Subj31,Item13,AspV,NP,270.58 ,0.00 
Subj31,Item13,AspV,NP_1,225.25 ,0.00 
Subj31,Item13,AspV,NP_2,261.87 ,0.00 
Subj31,Item14,PrefV,Verb,209.06 ,0.35 
Subj31,Item14,PrefV,NP,214.33 ,0.35 
Subj31,Item14,PrefV,NP_1,251.74 ,0.35 
Subj31,Item14,PrefV,NP_2,175.09 ,0.35 
Subj31,Item15,NonPrefV,Verb,221.37 ,0.00 
Subj31,Item15,NonPrefV,NP,258.03 ,0.00 
Subj31,Item15,NonPrefV,NP_1,229.28 ,0.00 
Subj31,Item15,NonPrefV,NP_2,218.06 ,0.00 
Subj31,Item16,AspV,Verb,192.88 ,0.05 
Subj31,Item16,AspV,NP,182.74 ,0.05 
Subj31,Item16,AspV,NP_1,205.52 ,0.05 
Subj31,Item16,AspV,NP_2,162.82 ,0.05 
Subj31,Item17,PrefV,Verb,293.61 ,0.10 
Subj31,Item17,PrefV,NP,262.84 ,0.10 
Subj31,Item17,PrefV,NP_1,298.21 ,0.10 
Subj31,Item17,PrefV,NP_2,268.33 ,0.10 
Subj31,Item18,NonPrefV,Verb,228.63 ,0.05 
Subj31,Item18,NonPrefV,NP,153.39 ,0.05 
Subj31,Item18,NonPrefV,NP_1,128.59 ,0.05 
Subj31,Item18,NonPrefV,NP_2,185.41 ,0.05 
Subj31,Item19,AspV,Verb,163.67 ,0.20 
Subj31,Item19,AspV,NP,187.14 ,0.20 
Subj31,Item19,AspV,NP_1,161.10 ,0.20 
Subj31,Item19,AspV,NP_2,167.81 ,0.20 
Subj31,Item20,PrefV,Verb,218.08 ,0.40 
Subj31,Item20,PrefV,NP,158.71 ,0.40 
Subj31,Item20,PrefV,NP_1,166.01 ,0.40 
Subj31,Item20,PrefV,NP_2,189.51 ,0.40 
Subj31,Item21,NonPrefV,Verb,159.66 ,0.00 
Subj31,Item21,NonPrefV,NP,182.87 ,0.00 
Subj31,Item21,NonPrefV,NP_1,157.69 ,0.00 
Subj31,Item21,NonPrefV,NP_2,164.91 ,0.00 
Subj31,Item22,AspV,Verb,169.41 ,0.15 
Subj31,Item22,AspV,NP,287.86 ,0.15 
Subj31,Item22,AspV,NP_1,257.86 ,0.15 
Subj31,Item22,AspV,NP_2,149.07 ,0.15 
Subj31,Item23,PrefV,Verb,254.58 ,0.55 
Subj31,Item23,PrefV,NP,225.91 ,0.55 
Subj31,Item23,PrefV,NP_1,214.45 ,0.55 
Subj31,Item23,PrefV,NP_2,219.92 ,0.55 
Subj31,Item24,NonPrefV,Verb,170.70 ,0.00 
Subj31,Item24,NonPrefV,NP,161.39 ,0.00 
Subj31,Item24,NonPrefV,NP_1,168.69 ,0.00 
Subj31,Item24,NonPrefV,NP_2,159.40 ,0.00 
Subj31,Item25,AspV,Verb,300.20 ,0.00 
Subj31,Item25,AspV,NP,222.23 ,0.00 
Subj31,Item25,AspV,NP_1,370.93 ,0.00 
Subj31,Item25,AspV,NP_2,273.58 ,0.00 
Subj31,Item26,PrefV,Verb,204.86 ,0.60 
Subj31,Item26,PrefV,NP,130.07 ,0.60 
Subj31,Item26,PrefV,NP_1,138.86 ,0.60 
Subj31,Item26,PrefV,NP_2,146.70 ,0.60 
Subj31,Item27,NonPrefV,Verb,306.61 ,0.00 
Subj31,Item27,NonPrefV,NP,131.79 ,0.00 
Subj31,Item27,NonPrefV,NP_1,172.62 ,0.00 
Subj31,Item27,NonPrefV,NP_2,211.27 ,0.00 
Subj31,Item28,AspV,Verb,167.69 ,0.00 
Subj31,Item28,AspV,NP,175.09 ,0.00 
Subj31,Item28,AspV,NP_1,133.62 ,0.00 
Subj31,Item28,AspV,NP_2,125.74 ,0.00 
Subj31,Item29,PrefV,Verb,165.56 ,0.25 
Subj31,Item29,PrefV,NP,141.04 ,0.25 
Subj31,Item29,PrefV,NP_1,148.90 ,0.25 
Subj31,Item29,PrefV,NP_2,141.03 ,0.25 
Subj31,Item30,NonPrefV,Verb,226.38 ,0.20 
Subj31,Item30,NonPrefV,NP,198.95 ,0.20 
Subj31,Item30,NonPrefV,NP_1,157.05 ,0.20 
Subj31,Item30,NonPrefV,NP_2,148.26 ,0.20 
Subj31,Item31,AspV,Verb,176.55 ,0.00 
Subj31,Item31,AspV,NP,135.25 ,0.00 
Subj31,Item31,AspV,NP_1,127.28 ,0.00 
Subj31,Item31,AspV,NP_2,119.94 ,0.00 
Subj31,Item32,PrefV,Verb,197.57 ,0.60 
Subj31,Item32,PrefV,NP,171.72 ,0.60 
Subj31,Item32,PrefV,NP_1,162.25 ,0.60 
Subj31,Item32,PrefV,NP_2,201.72 ,0.60 
Subj32,Item1,PrefV,Verb,547.50 ,0.60 
Subj32,Item1,PrefV,NP,619.61 ,0.60 
Subj32,Item1,PrefV,NP_1,576.22 ,0.60 
Subj32,Item1,PrefV,NP_2,711.08 ,0.60 
Subj32,Item2,NonPrefV,Verb,471.09 ,0.35 
Subj32,Item2,NonPrefV,NP,449.63 ,0.35 
Subj32,Item2,NonPrefV,NP_1,413.67 ,0.35 
Subj32,Item2,NonPrefV,NP_2,395.13 ,0.35 
Subj32,Item3,AspV,Verb,880.92 ,0.00 
Subj32,Item3,AspV,NP,1483.75 ,0.00 
Subj32,Item3,AspV,NP_1,862.30 ,0.00 
Subj32,Item3,AspV,NP_2,553.77 ,0.00 
Subj32,Item4,PrefV,Verb,513.92 ,0.90 
Subj32,Item4,PrefV,NP,795.19 ,0.90 
Subj32,Item4,PrefV,NP_1,505.33 ,0.90 
Subj32,Item4,PrefV,NP_2,450.68 ,0.90 
Subj32,Item5,NonPrefV,Verb,694.93 ,0.30 
Subj32,Item5,NonPrefV,NP,648.87 ,0.30 
Subj32,Item5,NonPrefV,NP_1,428.87 ,0.30 
Subj32,Item5,NonPrefV,NP_2,457.77 ,0.30 
Subj32,Item6,AspV,Verb,296.91 ,0.10 
Subj32,Item6,AspV,NP,298.89 ,0.10 
Subj32,Item6,AspV,NP_1,332.91 ,0.10 
Subj32,Item6,AspV,NP_2,333.68 ,0.10 
Subj32,Item7,PrefV,Verb,709.74 ,0.45 
Subj32,Item7,PrefV,NP,678.37 ,0.45 
Subj32,Item7,PrefV,NP_1,569.05 ,0.45 
Subj32,Item7,PrefV,NP_2,512.34 ,0.45 
Subj32,Item8,NonPrefV,Verb,519.93 ,0.25 
Subj32,Item8,NonPrefV,NP,640.62 ,0.25 
Subj32,Item8,NonPrefV,NP_1,660.64 ,0.25 
Subj32,Item8,NonPrefV,NP_2,679.89 ,0.25 
Subj32,Item9,AspV,Verb,433.46 ,0.10 
Subj32,Item9,AspV,NP,701.50 ,0.10 
Subj32,Item9,AspV,NP_1,543.50 ,0.10 
Subj32,Item9,AspV,NP_2,567.51 ,0.10 
Subj32,Item10,PrefV,Verb,343.41 ,0.35 
Subj32,Item10,PrefV,NP,215.34 ,0.35 
Subj32,Item10,PrefV,NP_1,316.75 ,0.35 
Subj32,Item10,PrefV,NP_2,318.10 ,0.35 
Subj32,Item11,NonPrefV,Verb,361.38 ,0.40 
Subj32,Item11,NonPrefV,NP,296.70 ,0.40 
Subj32,Item11,NonPrefV,NP_1,362.74 ,0.40 
Subj32,Item11,NonPrefV,NP_2,426.13 ,0.40 
Subj32,Item12,AspV,Verb,297.76 ,0.00 
Subj32,Item12,AspV,NP,363.13 ,0.00 
Subj32,Item12,AspV,NP_1,362.54 ,0.00 
Subj32,Item12,AspV,NP_2,409.87 ,0.00 
Subj32,Item13,PrefV,Verb,469.84 ,0.15 
Subj32,Item13,PrefV,NP,448.48 ,0.15 
Subj32,Item13,PrefV,NP_1,444.48 ,0.15 
Subj32,Item13,PrefV,NP_2,472.55 ,0.15 
Subj32,Item14,NonPrefV,Verb,480.93 ,0.15 
Subj32,Item14,NonPrefV,NP,523.04 ,0.15 
Subj32,Item14,NonPrefV,NP_1,483.68 ,0.15 
Subj32,Item14,NonPrefV,NP_2,493.72 ,0.15 
Subj32,Item15,AspV,Verb,392.74 ,0.00 
Subj32,Item15,AspV,NP,502.72 ,0.00 
Subj32,Item15,AspV,NP_1,480.04 ,0.00 
Subj32,Item15,AspV,NP_2,458.82 ,0.00 
Subj32,Item16,PrefV,Verb,786.11 ,0.60 
Subj32,Item16,PrefV,NP,768.12 ,0.60 
Subj32,Item16,PrefV,NP_1,847.38 ,0.60 
Subj32,Item16,PrefV,NP_2,555.48 ,0.60 
Subj32,Item17,NonPrefV,Verb,541.93 ,0.05 
Subj32,Item17,NonPrefV,NP,757.91 ,0.05 
Subj32,Item17,NonPrefV,NP_1,485.22 ,0.05 
Subj32,Item17,NonPrefV,NP_2,399.14 ,0.05 
Subj32,Item18,AspV,Verb,432.43 ,0.20 
Subj32,Item18,AspV,NP,429.07 ,0.20 
Subj32,Item18,AspV,NP_1,377.84 ,0.20 
Subj32,Item18,AspV,NP_2,328.55 ,0.20 
Subj32,Item19,PrefV,Verb,442.95 ,0.55 
Subj32,Item19,PrefV,NP,502.97 ,0.55 
Subj32,Item19,PrefV,NP_1,432.18 ,0.55 
Subj32,Item19,PrefV,NP_2,428.31 ,0.55 
Subj32,Item20,NonPrefV,Verb,545.08 ,0.25 
Subj32,Item20,NonPrefV,NP,520.38 ,0.25 
Subj32,Item20,NonPrefV,NP_1,432.99 ,0.25 
Subj32,Item20,NonPrefV,NP_2,589.77 ,0.25 
Subj32,Item21,AspV,Verb,452.23 ,0.05 
Subj32,Item21,AspV,NP,735.52 ,0.05 
Subj32,Item21,AspV,NP_1,1231.46 ,0.05 
Subj32,Item21,AspV,NP_2,476.25 ,0.05 
Subj32,Item22,PrefV,Verb,506.43 ,0.30 
Subj32,Item22,PrefV,NP,723.76 ,0.30 
Subj32,Item22,PrefV,NP_1,692.46 ,0.30 
Subj32,Item22,PrefV,NP_2,678.35 ,0.30 
Subj32,Item23,NonPrefV,Verb,501.40 ,0.25 
Subj32,Item23,NonPrefV,NP,878.62 ,0.25 
Subj32,Item23,NonPrefV,NP_1,921.42 ,0.25 
Subj32,Item23,NonPrefV,NP_2,786.15 ,0.25 
Subj32,Item24,AspV,Verb,405.82 ,0.00 
Subj32,Item24,AspV,NP,595.07 ,0.00 
Subj32,Item24,AspV,NP_1,569.17 ,0.00 
Subj32,Item24,AspV,NP_2,559.83 ,0.00 
Subj32,Item25,PrefV,Verb,319.78 ,0.85 
Subj32,Item25,PrefV,NP,320.35 ,0.85 
Subj32,Item25,PrefV,NP_1,305.12 ,0.85 
Subj32,Item25,PrefV,NP_2,338.36 ,0.85 
Subj32,Item26,NonPrefV,Verb,362.50 ,0.25 
Subj32,Item26,NonPrefV,NP,409.18 ,0.25 
Subj32,Item26,NonPrefV,NP_1,390.54 ,0.25 
Subj32,Item26,NonPrefV,NP_2,324.71 ,0.25 
Subj32,Item27,AspV,Verb,468.10 ,0.00 
Subj32,Item27,AspV,NP,511.47 ,0.00 
Subj32,Item27,AspV,NP_1,696.67 ,0.00 
Subj32,Item27,AspV,NP_2,666.75 ,0.00 
Subj32,Item28,PrefV,Verb,331.59 ,0.25 
Subj32,Item28,PrefV,NP,396.22 ,0.25 
Subj32,Item28,PrefV,NP_1,346.23 ,0.25 
Subj32,Item28,PrefV,NP_2,362.22 ,0.25 
Subj32,Item29,NonPrefV,Verb,409.93 ,0.40 
Subj32,Item29,NonPrefV,NP,391.38 ,0.40 
Subj32,Item29,NonPrefV,NP_1,341.38 ,0.40 
Subj32,Item29,NonPrefV,NP_2,357.29 ,0.40 
Subj32,Item30,AspV,Verb,584.86 ,0.05 
Subj32,Item30,AspV,NP,286.88 ,0.05 
Subj32,Item30,AspV,NP_1,352.87 ,0.05 
Subj32,Item30,AspV,NP_2,480.12 ,0.05 
Subj32,Item31,PrefV,Verb,362.81 ,0.50 
Subj32,Item31,PrefV,NP,314.12 ,0.50 
Subj32,Item31,PrefV,NP_1,283.43 ,0.50 
Subj32,Item31,PrefV,NP_2,334.21 ,0.50 
Subj32,Item32,NonPrefV,Verb,305.92 ,0.10 
Subj32,Item32,NonPrefV,NP,307.23 ,0.10 
Subj32,Item32,NonPrefV,NP_1,308.53 ,0.10 
Subj32,Item32,NonPrefV,NP_2,309.90 ,0.10 
Subj33,Item1,NonPrefV,Verb,353.93 ,0.05 
Subj33,Item1,NonPrefV,NP,625.27 ,0.05 
Subj33,Item1,NonPrefV,NP_1,517.93 ,0.05 
Subj33,Item1,NonPrefV,NP_2,366.57 ,0.05 
Subj33,Item2,AspV,Verb,396.95 ,0.05 
Subj33,Item2,AspV,NP,762.21 ,0.05 
Subj33,Item2,AspV,NP_1,985.91 ,0.05 
Subj33,Item2,AspV,NP_2,431.57 ,0.05 
Subj33,Item3,PrefV,Verb,414.36 ,0.20 
Subj33,Item3,PrefV,NP,411.79 ,0.20 
Subj33,Item3,PrefV,NP_1,345.04 ,0.20 
Subj33,Item3,PrefV,NP_2,409.13 ,0.20 
Subj33,Item4,NonPrefV,Verb,360.03 ,0.05 
Subj33,Item4,NonPrefV,NP,423.71 ,0.05 
Subj33,Item4,NonPrefV,NP_1,468.03 ,0.05 
Subj33,Item4,NonPrefV,NP_2,334.71 ,0.05 
Subj33,Item5,AspV,Verb,437.45 ,0.00 
Subj33,Item5,AspV,NP,465.35 ,0.00 
Subj33,Item5,AspV,NP_1,844.72 ,0.00 
Subj33,Item5,AspV,NP_2,504.81 ,0.00 
Subj33,Item6,PrefV,Verb,363.51 ,0.10 
Subj33,Item6,PrefV,NP,458.98 ,0.10 
Subj33,Item6,PrefV,NP_1,342.22 ,0.10 
Subj33,Item6,PrefV,NP_2,358.32 ,0.10 
Subj33,Item7,NonPrefV,Verb,334.64 ,0.10 
Subj33,Item7,NonPrefV,NP,382.63 ,0.10 
Subj33,Item7,NonPrefV,NP_1,349.18 ,0.10 
Subj33,Item7,NonPrefV,NP_2,477.36 ,0.10 
Subj33,Item8,AspV,Verb,369.73 ,0.00 
Subj33,Item8,AspV,NP,448.25 ,0.00 
Subj33,Item8,AspV,NP_1,460.38 ,0.00 
Subj33,Item8,AspV,NP_2,343.73 ,0.00 
Subj33,Item9,PrefV,Verb,768.94 ,0.35 
Subj33,Item9,PrefV,NP,399.28 ,0.35 
Subj33,Item9,PrefV,NP_1,429.30 ,0.35 
Subj33,Item9,PrefV,NP_2,426.07 ,0.35 
Subj33,Item10,NonPrefV,Verb,445.09 ,0.20 
Subj33,Item10,NonPrefV,NP,632.44 ,0.20 
Subj33,Item10,NonPrefV,NP_1,461.17 ,0.20 
Subj33,Item10,NonPrefV,NP_2,392.53 ,0.20 
Subj33,Item11,AspV,Verb,341.06 ,0.00 
Subj33,Item11,AspV,NP,261.38 ,0.00 
Subj33,Item11,AspV,NP_1,360.46 ,0.00 
Subj33,Item11,AspV,NP_2,823.92 ,0.00 
Subj33,Item12,PrefV,Verb,329.52 ,0.45 
Subj33,Item12,PrefV,NP,362.22 ,0.45 
Subj33,Item12,PrefV,NP_1,377.68 ,0.45 
Subj33,Item12,PrefV,NP_2,392.34 ,0.45 
Subj33,Item13,NonPrefV,Verb,350.38 ,0.05 
Subj33,Item13,NonPrefV,NP,414.34 ,0.05 
Subj33,Item13,NonPrefV,NP_1,491.75 ,0.05 
Subj33,Item13,NonPrefV,NP_2,309.76 ,0.05 
Subj33,Item14,AspV,Verb,300.00 ,0.05 
Subj33,Item14,AspV,NP,366.00 ,0.05 
Subj33,Item14,AspV,NP_1,349.35 ,0.05 
Subj33,Item14,AspV,NP_2,285.45 ,0.05 
Subj33,Item15,PrefV,Verb,321.31 ,0.20 
Subj33,Item15,PrefV,NP,369.92 ,0.20 
Subj33,Item15,PrefV,NP_1,384.64 ,0.20 
Subj33,Item15,PrefV,NP_2,798.63 ,0.20 
Subj33,Item16,NonPrefV,Verb,374.99 ,0.20 
Subj33,Item16,NonPrefV,NP,437.64 ,0.20 
Subj33,Item16,NonPrefV,NP_1,385.73 ,0.20 
Subj33,Item16,NonPrefV,NP_2,432.30 ,0.20 
Subj33,Item17,AspV,Verb,510.20 ,0.00 
Subj33,Item17,AspV,NP,566.81 ,0.00 
Subj33,Item17,AspV,NP_1,382.10 ,0.00 
Subj33,Item17,AspV,NP_2,477.08 ,0.00 
Subj33,Item18,PrefV,Verb,401.69 ,0.40 
Subj33,Item18,PrefV,NP,414.98 ,0.40 
Subj33,Item18,PrefV,NP_1,700.33 ,0.40 
Subj33,Item18,PrefV,NP_2,429.59 ,0.40 
Subj33,Item19,NonPrefV,Verb,358.81 ,0.30 
Subj33,Item19,NonPrefV,NP,390.13 ,0.30 
Subj33,Item19,NonPrefV,NP_1,531.99 ,0.30 
Subj33,Item19,NonPrefV,NP_2,300.00 ,0.30 
Subj33,Item20,AspV,Verb,429.49 ,0.20 
Subj33,Item20,AspV,NP,441.55 ,0.20 
Subj33,Item20,AspV,NP_1,549.46 ,0.20 
Subj33,Item20,AspV,NP_2,413.43 ,0.20 
Subj33,Item21,PrefV,Verb,332.68 ,0.55 
Subj33,Item21,PrefV,NP,477.75 ,0.55 
Subj33,Item21,PrefV,NP_1,456.73 ,0.55 
Subj33,Item21,PrefV,NP_2,259.79 ,0.55 
Subj33,Item22,NonPrefV,Verb,359.52 ,0.05 
Subj33,Item22,NonPrefV,NP,422.90 ,0.05 
Subj33,Item22,NonPrefV,NP_1,547.44 ,0.05 
Subj33,Item22,NonPrefV,NP_2,283.49 ,0.05 
Subj33,Item23,AspV,Verb,552.20 ,0.45 
Subj33,Item23,AspV,NP,735.53 ,0.45 
Subj33,Item23,AspV,NP_1,415.45 ,0.45 
Subj33,Item23,AspV,NP_2,556.88 ,0.45 
Subj33,Item24,PrefV,Verb,375.04 ,0.05 
Subj33,Item24,PrefV,NP,405.69 ,0.05 
Subj33,Item24,PrefV,NP_1,403.02 ,0.05 
Subj33,Item24,PrefV,NP_2,432.31 ,0.05 
Subj33,Item25,NonPrefV,Verb,534.66 ,0.05 
Subj33,Item25,NonPrefV,NP,527.35 ,0.05 
Subj33,Item25,NonPrefV,NP_1,536.01 ,0.05 
Subj33,Item25,NonPrefV,NP_2,319.98 ,0.05 
Subj33,Item26,AspV,Verb,267.53 ,0.10 
Subj33,Item26,AspV,NP,317.97 ,0.10 
Subj33,Item26,AspV,NP_1,526.88 ,0.10 
Subj33,Item26,AspV,NP_2,279.26 ,0.10 
Subj33,Item27,PrefV,Verb,291.47 ,0.05 
Subj33,Item27,PrefV,NP,357.55 ,0.05 
Subj33,Item27,PrefV,NP_1,452.79 ,0.05 
Subj33,Item27,PrefV,NP_2,320.09 ,0.05 
Subj33,Item28,NonPrefV,Verb,439.28 ,0.10 
Subj33,Item28,NonPrefV,NP,451.27 ,0.10 
Subj33,Item28,NonPrefV,NP_1,607.26 ,0.10 
Subj33,Item28,NonPrefV,NP_2,324.62 ,0.10 
Subj33,Item29,AspV,Verb,322.76 ,0.05 
Subj33,Item29,AspV,NP,371.44 ,0.05 
Subj33,Item29,AspV,NP_1,354.10 ,0.05 
Subj33,Item29,AspV,NP_2,353.31 ,0.05 
Subj33,Item30,PrefV,Verb,1434.40 ,0.65 
Subj33,Item30,PrefV,NP,558.36 ,0.65 
Subj33,Item30,PrefV,NP_1,453.77 ,0.65 
Subj33,Item30,PrefV,NP_2,433.01 ,0.65 
Subj33,Item31,NonPrefV,Verb,453.48 ,0.05 
Subj33,Item31,NonPrefV,NP,528.36 ,0.05 
Subj33,Item31,NonPrefV,NP_1,441.06 ,0.05 
Subj33,Item31,NonPrefV,NP_2,485.08 ,0.05 
Subj33,Item32,AspV,Verb,456.46 ,0.00 
Subj33,Item32,AspV,NP,723.20 ,0.00 
Subj33,Item32,AspV,NP_1,707.85 ,0.00 
Subj33,Item32,AspV,NP_2,405.26 ,0.00 
Subj34,Item1,AspV,Verb,362.93 ,0.00 
Subj34,Item1,AspV,NP,394.36 ,0.00 
Subj34,Item1,AspV,NP_1,872.75 ,0.00 
Subj34,Item1,AspV,NP_2,435.35 ,0.00 
Subj34,Item2,PrefV,Verb,393.15 ,0.30 
Subj34,Item2,PrefV,NP,487.13 ,0.30 
Subj34,Item2,PrefV,NP_1,737.18 ,0.30 
Subj34,Item2,PrefV,NP_2,513.02 ,0.30 
Subj34,Item3,NonPrefV,Verb,424.45 ,0.00 
Subj34,Item3,NonPrefV,NP,373.21 ,0.00 
Subj34,Item3,NonPrefV,NP_1,387.88 ,0.00 
Subj34,Item3,NonPrefV,NP_2,658.18 ,0.00 
Subj34,Item4,AspV,Verb,396.13 ,0.00 
Subj34,Item4,AspV,NP,826.21 ,0.00 
Subj34,Item4,AspV,NP_1,742.89 ,0.00 
Subj34,Item4,AspV,NP_2,486.93 ,0.00 
Subj34,Item5,PrefV,Verb,505.57 ,0.30 
Subj34,Item5,PrefV,NP,466.80 ,0.30 
Subj34,Item5,PrefV,NP_1,573.54 ,0.30 
Subj34,Item5,PrefV,NP_2,468.26 ,0.30 
Subj34,Item6,NonPrefV,Verb,644.36 ,0.20 
Subj34,Item6,NonPrefV,NP,552.53 ,0.20 
Subj34,Item6,NonPrefV,NP_1,879.66 ,0.20 
Subj34,Item6,NonPrefV,NP_2,490.51 ,0.20 
Subj34,Item7,AspV,Verb,684.11 ,0.00 
Subj34,Item7,AspV,NP,718.13 ,0.00 
Subj34,Item7,AspV,NP_1,638.81 ,0.00 
Subj34,Item7,AspV,NP_2,562.67 ,0.00 
Subj34,Item8,PrefV,Verb,523.28 ,0.10 
Subj34,Item8,PrefV,NP,915.95 ,0.10 
Subj34,Item8,PrefV,NP_1,957.62 ,0.10 
Subj34,Item8,PrefV,NP_2,644.69 ,0.10 
Subj34,Item9,NonPrefV,Verb,455.80 ,0.10 
Subj34,Item9,NonPrefV,NP,563.00 ,0.10 
Subj34,Item9,NonPrefV,NP_1,1402.48 ,0.10 
Subj34,Item9,NonPrefV,NP_2,687.81 ,0.10 
Subj34,Item10,AspV,Verb,497.33 ,0.00 
Subj34,Item10,AspV,NP,698.54 ,0.00 
Subj34,Item10,AspV,NP_1,1052.64 ,0.00 
Subj34,Item10,AspV,NP_2,399.90 ,0.00 
Subj34,Item11,PrefV,Verb,355.11 ,0.50 
Subj34,Item11,PrefV,NP,434.26 ,0.50 
Subj34,Item11,PrefV,NP_1,558.92 ,0.50 
Subj34,Item11,PrefV,NP_2,438.27 ,0.50 
Subj34,Item12,NonPrefV,Verb,433.65 ,0.40 
Subj34,Item12,NonPrefV,NP,445.67 ,0.40 
Subj34,Item12,NonPrefV,NP_1,1241.67 ,0.40 
Subj34,Item12,NonPrefV,NP_2,485.71 ,0.40 
Subj34,Item13,AspV,Verb,459.72 ,0.00 
Subj34,Item13,AspV,NP,551.05 ,0.00 
Subj34,Item13,AspV,NP_1,719.06 ,0.00 
Subj34,Item13,AspV,NP_2,415.61 ,0.00 
Subj34,Item14,PrefV,Verb,670.84 ,0.35 
Subj34,Item14,PrefV,NP,561.37 ,0.35 
Subj34,Item14,PrefV,NP_1,760.87 ,0.35 
Subj34,Item14,PrefV,NP_2,552.15 ,0.35 
Subj34,Item15,NonPrefV,Verb,338.54 ,0.00 
Subj34,Item15,NonPrefV,NP,338.85 ,0.00 
Subj34,Item15,NonPrefV,NP_1,418.56 ,0.00 
Subj34,Item15,NonPrefV,NP_2,687.87 ,0.00 
Subj34,Item16,AspV,Verb,549.31 ,0.05 
Subj34,Item16,AspV,NP,508.69 ,0.05 
Subj34,Item16,AspV,NP_1,806.08 ,0.05 
